indicador_id,periodo,valor,semana_inicio
V_E_total_S06,S06,0,10/02/2025
V_E_total_S06,S06,0,06/02/2023
V_E_total_S06,S06,0,07/02/2022
V_E_total_S06,S06,0,08/02/2021
V_E_var_S06,S06,,07/02/2022
V_E_var_S06,S06,,10/02/2025
V_E_var_S06,S06,,12/02/2024
V_E_var_S06,S06,,06/02/2023
V_E_var_S06,S06,,08/02/2021
f2040_S06,S06,0,12/02/2024
f2040_S06,S06,0,08/02/2021
f2040_S06,S06,0,06/02/2023
f2040_S06,S06,1,10/02/2025
f2040_S06,S06,0,07/02/2022
V_E_percent_S07,S07,,13/02/2023
V_E_percent_S07,S07,,14/02/2022
V_E_percent_S07,S07,0,17/02/2025
V_E_total_S07,S07,0,14/02/2022
V_E_total_S07,S07,0,17/02/2025
V_E_total_S07,S07,0,13/02/2023
V_E_var_S07,S07,,14/02/2022
V_E_var_S07,S07,,17/02/2025
V_E_var_S07,S07,,13/02/2023
f2040_S07,S07,0,13/02/2023
f2040_S07,S07,1,17/02/2025
f2040_S07,S07,0,14/02/2022
V_E_percent_S08,S08,,22/02/2021
V_E_percent_S08,S08,0,24/02/2025
V_E_percent_S08,S08,,20/02/2023
V_E_percent_S08,S08,,21/02/2022
V_E_percent_S08,S08,,26/02/2024
V_E_percent_S08,S08,,24/02/2020
V_E_total_S08,S08,0,20/02/2023
V_E_total_S08,S08,0,24/02/2020
V_E_total_S08,S08,0,21/02/2022
V_E_total_S08,S08,0,24/02/2025
V_E_total_S08,S08,0,26/02/2024
V_E_total_S08,S08,0,22/02/2021
V_E_var_S08,S08,,24/02/2025
V_E_var_S08,S08,,24/02/2020
V_E_var_S08,S08,,20/02/2023
V_E_var_S08,S08,,26/02/2024
V_E_var_S08,S08,,21/02/2022
V_E_var_S08,S08,,22/02/2021
f2040_S08,S08,1,24/02/2025
f2040_S08,S08,0,24/02/2020
f2040_S08,S08,0,26/02/2024
f2040_S08,S08,0,20/02/2023
f2040_S08,S08,0,21/02/2022
f2040_S08,S08,0,22/02/2021
V_E_percent_S09,S09,,02/03/2020
V_E_percent_S09,S09,,28/02/2022
V_E_percent_S09,S09,0,03/03/2025
V_E_percent_S09,S09,,01/03/2021
V_E_total_S09,S09,0,28/02/2022
V_E_total_S09,S09,0,03/03/2025
V_E_total_S09,S09,0,01/03/2021
V_E_total_S09,S09,0,02/03/2020
V_E_var_S09,S09,,03/03/2025
V_E_var_S09,S09,,28/02/2022
V_E_var_S09,S09,,01/03/2021
V_E_var_S09,S09,,02/03/2020
f2040_S09,S09,0,02/03/2020
f2040_S09,S09,0,01/03/2021
f2040_S09,S09,1,03/03/2025
f2040_S09,S09,0,28/02/2022
V_E_percent_S10,S10,0,10/03/2025
V_E_percent_S10,S10,,07/03/2022
V_E_percent_S10,S10,,06/03/2023
V_E_percent_S10,S10,,09/03/2020
V_E_total_S10,S10,0,09/03/2020
V_E_total_S10,S10,0,10/03/2025
V_E_total_S10,S10,0,07/03/2022
V_E_total_S10,S10,0,06/03/2023
V_E_var_S10,S10,,06/03/2023
V_E_var_S10,S10,,09/03/2020
V_E_var_S10,S10,,07/03/2022
V_E_var_S10,S10,,10/03/2025
f2040_S10,S10,0,07/03/2022
f2040_S10,S10,0,06/03/2023
f2040_S10,S10,0,09/03/2020
f2040_S10,S10,1,10/03/2025
V_E_percent_S11,S11,,13/03/2023
V_E_percent_S11,S11,0,17/03/2025
V_E_percent_S11,S11,,18/03/2024
V_E_percent_S11,S11,,15/03/2021
V_E_total_S11,S11,0,13/03/2023
V_E_total_S11,S11,0,17/03/2025
V_E_total_S11,S11,0,18/03/2024
V_E_total_S11,S11,0,15/03/2021
V_E_var_S11,S11,,15/03/2021
V_E_var_S11,S11,,18/03/2024
V_E_var_S11,S11,,13/03/2023
V_E_var_S11,S11,,17/03/2025
f2040_S11,S11,0,15/03/2021
f2040_S11,S11,0,18/03/2024
f2040_S11,S11,1,17/03/2025
f2040_S11,S11,0,13/03/2023
V_E_percent_S12,S12,,25/03/2024
V_E_percent_S12,S12,0,24/03/2025
V_E_percent_S12,S12,,23/03/2020
V_E_percent_S12,S12,,21/03/2022
V_E_total_S12,S12,0,25/03/2024
V_E_total_S12,S12,0,23/03/2020
V_E_total_S12,S12,0,24/03/2025
V_E_total_S12,S12,0,21/03/2022
V_E_var_S12,S12,,21/03/2022
V_E_var_S12,S12,,23/03/2020
V_E_var_S12,S12,,24/03/2025
V_E_var_S12,S12,,25/03/2024
f2040_S12,S12,1,24/03/2025
f2040_S12,S12,0,23/03/2020
f2040_S12,S12,0,25/03/2024
f2040_S12,S12,0,21/03/2022
V_E_percent_S13,S13,,30/03/2020
V_E_percent_S13,S13,1100,31/03/2025
V_E_percent_S13,S13,,28/03/2022
V_E_total_S13,S13,0,28/03/2022
V_E_total_S13,S13,11,31/03/2025
V_E_total_S13,S13,0,30/03/2020
V_E_var_S13,S13,,28/03/2022
V_E_var_S13,S13,,31/03/2025
V_E_var_S13,S13,,30/03/2020
f2040_S13,S13,1,31/03/2025
f2040_S13,S13,0,28/03/2022
f2040_S13,S13,0,30/03/2020
V_E_percent_S14,S14,28.6,07/04/2025
V_E_percent_S14,S14,,04/04/2022
V_E_percent_S14,S14,,08/04/2024
V_E_percent_S14,S14,,05/04/2021
V_E_percent_S14,S14,,06/04/2020
V_E_total_S14,S14,0,06/04/2020
V_E_total_S14,S14,4,07/04/2025
V_E_total_S14,S14,0,05/04/2021
V_E_total_S14,S14,0,08/04/2024
V_E_total_S14,S14,0,04/04/2022
V_E_var_S14,S14,,06/04/2020
V_E_var_S14,S14,-97.4,07/04/2025
V_E_var_S14,S14,,04/04/2022
V_E_var_S14,S14,,08/04/2024
V_E_var_S14,S14,,05/04/2021
f2040_S14,S14,0,04/04/2022
f2040_S14,S14,0,06/04/2020
f2040_S14,S14,0,08/04/2024
f2040_S14,S14,14,07/04/2025
f2040_S14,S14,0,05/04/2021
V_E_percent_S15,S15,13.3,14/04/2025
V_E_percent_S15,S15,,13/04/2020
V_E_percent_S15,S15,,15/04/2024
V_E_total_S15,S15,0,15/04/2024
V_E_total_S15,S15,0,13/04/2020
V_E_total_S15,S15,4,14/04/2025
V_E_var_S15,S15,-53.3,14/04/2025
V_E_var_S15,S15,,15/04/2024
V_E_var_S15,S15,,13/04/2020
f2040_S15,S15,0,13/04/2020
f2040_S15,S15,30,14/04/2025
f2040_S15,S15,0,15/04/2024
V_E_percent_S16,S16,,20/04/2020
V_E_percent_S16,S16,12.9,21/04/2025
V_E_percent_S16,S16,,19/04/2021
V_E_total_S16,S16,0,19/04/2021
V_E_total_S16,S16,4,21/04/2025
V_E_total_S16,S16,0,20/04/2020
V_E_var_S16,S16,,20/04/2020
V_E_var_S16,S16,,19/04/2021
V_E_var_S16,S16,-3.2,21/04/2025
f2040_S16,S16,0,19/04/2021
f2040_S16,S16,31,21/04/2025
f2040_S16,S16,0,20/04/2020
V_E_percent_S17,S17,,25/04/2022
V_E_percent_S17,S17,,26/04/2021
V_E_percent_S17,S17,,24/04/2023
V_E_percent_S17,S17,23.7,28/04/2025
V_E_percent_S17,S17,,27/04/2020
V_E_total_S17,S17,0,25/04/2022
V_E_total_S17,S17,0,24/04/2023
V_E_total_S17,S17,0,26/04/2021
V_E_total_S17,S17,9,28/04/2025
V_E_total_S17,S17,0,27/04/2020
V_E_var_S17,S17,,24/04/2023
V_E_var_S17,S17,,27/04/2020
V_E_var_S17,S17,,26/04/2021
V_E_var_S17,S17,,25/04/2022
V_E_var_S17,S17,83.6,28/04/2025
f2040_S17,S17,0,25/04/2022
f2040_S17,S17,38,28/04/2025
f2040_S17,S17,0,27/04/2020
f2040_S17,S17,0,24/04/2023
f2040_S17,S17,0,26/04/2021
V_E_percent_S18,S18,,06/05/2024
V_E_percent_S18,S18,,03/05/2021
V_E_percent_S18,S18,,02/05/2022
V_E_percent_S18,S18,,04/05/2020
V_E_percent_S18,S18,76.3,05/05/2025
V_E_percent_S18,S18,,01/05/2023
V_E_total_S18,S18,29,05/05/2025
V_E_total_S18,S18,0,02/05/2022
V_E_total_S18,S18,0,01/05/2023
V_E_total_S18,S18,0,03/05/2021
V_E_total_S18,S18,0,06/05/2024
V_E_total_S18,S18,0,04/05/2020
V_E_var_S18,S18,222.2,05/05/2025
V_E_var_S18,S18,,06/05/2024
V_E_var_S18,S18,,02/05/2022
V_E_var_S18,S18,,01/05/2023
V_E_var_S18,S18,,04/05/2020
V_E_var_S18,S18,,03/05/2021
f2040_S18,S18,38,05/05/2025
f2040_S18,S18,0,04/05/2020
f2040_S18,S18,0,03/05/2021
f2040_S18,S18,0,06/05/2024
f2040_S18,S18,0,02/05/2022
f2040_S18,S18,0,01/05/2023
V_E_percent_S19,S19,102.3,12/05/2025
V_E_percent_S19,S19,,11/05/2020
V_E_percent_S19,S19,,09/05/2022
V_E_total_S19,S19,0,09/05/2022
V_E_total_S19,S19,0,11/05/2020
V_E_total_S19,S19,44,12/05/2025
V_E_var_S19,S19,,09/05/2022
V_E_var_S19,S19,,11/05/2020
V_E_var_S19,S19,34.1,12/05/2025
f2040_S19,S19,0,11/05/2020
f2040_S19,S19,0,09/05/2022
f2040_S19,S19,43,12/05/2025
V_E_percent_S20,S20,,15/05/2023
V_E_percent_S20,S20,,17/05/2021
V_E_percent_S20,S20,,20/05/2024
V_E_percent_S20,S20,,16/05/2022
V_E_percent_S20,S20,114,19/05/2025
V_E_total_S20,S20,0,16/05/2022
V_E_total_S20,S20,0,17/05/2021
V_E_total_S20,S20,0,15/05/2023
V_E_total_S20,S20,49,19/05/2025
V_E_total_S20,S20,0,20/05/2024
V_E_var_S20,S20,,17/05/2021
V_E_var_S20,S20,,16/05/2022
V_E_var_S20,S20,,15/05/2023
V_E_var_S20,S20,,20/05/2024
V_E_var_S20,S20,11.4,19/05/2025
f2040_S20,S20,43,19/05/2025
f2040_S20,S20,0,16/05/2022
f2040_S20,S20,0,20/05/2024
f2040_S20,S20,0,15/05/2023
f2040_S20,S20,0,17/05/2021
V_E_percent_S21,S21,,22/05/2023
V_E_percent_S21,S21,,23/05/2022
V_E_percent_S21,S21,,24/05/2021
V_E_total_S21,S21,0,24/05/2021
V_E_total_S21,S21,0,22/05/2023
V_E_total_S21,S21,0,23/05/2022
V_E_var_S21,S21,,24/05/2021
V_E_var_S21,S21,,23/05/2022
V_E_var_S21,S21,,22/05/2023
f2040_S21,S21,0,24/05/2021
f2040_S21,S21,0,23/05/2022
f2040_S21,S21,0,22/05/2023
V_E_percent_S22,S22,,31/05/2021
V_E_percent_S22,S22,,01/06/2020
V_E_total_S22,S22,0,01/06/2020
V_E_total_S22,S22,0,31/05/2021
V_E_var_S22,S22,,31/05/2021
V_E_var_S22,S22,,01/06/2020
f2040_S22,S22,0,31/05/2021
f2040_S22,S22,0,01/06/2020
V_E_percent_S23,S23,,10/06/2024
V_E_percent_S23,S23,,07/06/2021
V_E_total_S23,S23,0,07/06/2021
V_E_total_S23,S23,0,10/06/2024
V_E_var_S23,S23,,10/06/2024
V_E_var_S23,S23,,07/06/2021
f2040_S23,S23,0,10/06/2024
f2040_S23,S23,0,07/06/2021
V_E_percent_S24,S24,,13/06/2022
V_E_percent_S24,S24,,12/06/2023
V_E_percent_S24,S24,,17/06/2024
V_E_percent_S24,S24,,14/06/2021
V_E_total_S24,S24,0,14/06/2021
V_E_total_S24,S24,0,13/06/2022
V_E_total_S24,S24,0,12/06/2023
V_E_total_S24,S24,0,17/06/2024
V_E_var_S24,S24,,14/06/2021
V_E_var_S24,S24,,17/06/2024
V_E_var_S24,S24,,12/06/2023
V_E_var_S24,S24,,13/06/2022
f2040_S24,S24,0,14/06/2021
f2040_S24,S24,0,17/06/2024
f2040_S24,S24,0,12/06/2023
f2040_S24,S24,0,13/06/2022
V_E_percent_S25,S25,,24/06/2024
V_E_percent_S25,S25,,22/06/2020
V_E_percent_S25,S25,,19/06/2023
V_E_percent_S25,S25,,21/06/2021
V_E_percent_S25,S25,,20/06/2022
V_E_total_S25,S25,0,22/06/2020
V_E_total_S25,S25,0,24/06/2024
V_E_total_S25,S25,0,21/06/2021
V_E_total_S25,S25,0,20/06/2022
V_E_total_S25,S25,0,19/06/2023
V_E_var_S25,S25,,19/06/2023
V_E_var_S25,S25,,22/06/2020
V_E_var_S25,S25,,21/06/2021
V_E_var_S25,S25,,24/06/2024
V_E_var_S25,S25,,20/06/2022
f2040_S25,S25,0,21/06/2021
f2040_S25,S25,0,22/06/2020
f2040_S25,S25,0,24/06/2024
f2040_S25,S25,0,19/06/2023
f2040_S25,S25,0,20/06/2022
V_E_percent_S26,S26,,28/06/2021
V_E_percent_S26,S26,,27/06/2022
V_E_percent_S26,S26,,29/06/2020
V_E_total_S26,S26,0,27/06/2022
V_E_total_S26,S26,0,29/06/2020
V_E_total_S26,S26,0,28/06/2021
V_E_var_S26,S26,,28/06/2021
V_E_var_S26,S26,,27/06/2022
V_E_var_S26,S26,,29/06/2020
f2040_S26,S26,0,27/06/2022
f2040_S26,S26,0,29/06/2020
f2040_S26,S26,0,28/06/2021
V_E_percent_S27,S27,,04/07/2022
V_E_percent_S27,S27,,03/07/2023
V_E_percent_S27,S27,,05/07/2021
V_E_percent_S27,S27,,08/07/2024
V_E_total_S27,S27,0,03/07/2023
V_E_total_S27,S27,0,08/07/2024
V_E_total_S27,S27,0,04/07/2022
V_E_total_S27,S27,0,05/07/2021
V_E_var_S27,S27,,08/07/2024
V_E_var_S27,S27,,04/07/2022
V_E_var_S27,S27,,05/07/2021
V_E_var_S27,S27,,03/07/2023
f2040_S27,S27,0,08/07/2024
f2040_S27,S27,0,03/07/2023
f2040_S27,S27,0,04/07/2022
f2040_S27,S27,0,05/07/2021
V_E_percent_S28,S28,,13/07/2020
V_E_percent_S28,S28,,11/07/2022
V_E_percent_S28,S28,,15/07/2024
V_E_total_S28,S28,0,13/07/2020
V_E_total_S28,S28,0,11/07/2022
V_E_total_S28,S28,0,15/07/2024
V_E_var_S28,S28,,11/07/2022
V_E_var_S28,S28,,13/07/2020
V_E_var_S28,S28,,15/07/2024
f2040_S28,S28,0,15/07/2024
f2040_S28,S28,0,13/07/2020
f2040_S28,S28,0,11/07/2022
V_E_percent_S29,S29,,22/07/2024
V_E_percent_S29,S29,,20/07/2020
V_E_percent_S29,S29,,19/07/2021
V_E_percent_S29,S29,,17/07/2023
V_E_total_S29,S29,0,19/07/2021
V_E_total_S29,S29,0,20/07/2020
V_E_total_S29,S29,0,17/07/2023
V_E_total_S29,S29,0,22/07/2024
V_E_var_S29,S29,,22/07/2024
V_E_var_S29,S29,,20/07/2020
V_E_var_S29,S29,,17/07/2023
V_E_var_S29,S29,,19/07/2021
f2040_S29,S29,0,17/07/2023
f2040_S29,S29,0,19/07/2021
f2040_S29,S29,0,22/07/2024
f2040_S29,S29,0,20/07/2020
V_E_percent_S30,S30,,24/07/2023
V_E_percent_S30,S30,,27/07/2020
V_E_percent_S30,S30,,26/07/2021
V_E_percent_S30,S30,,29/07/2024
V_E_total_S30,S30,0,24/07/2023
V_E_total_S30,S30,0,27/07/2020
V_E_total_S30,S30,0,29/07/2024
V_E_total_S30,S30,0,26/07/2021
V_E_var_S30,S30,,29/07/2024
V_E_var_S30,S30,,24/07/2023
V_E_var_S30,S30,,27/07/2020
V_E_var_S30,S30,,26/07/2021
f2040_S30,S30,0,29/07/2024
f2040_S30,S30,0,26/07/2021
f2040_S30,S30,0,27/07/2020
f2040_S30,S30,0,24/07/2023
V_E_percent_S31,S31,,01/08/2022
V_E_percent_S31,S31,,05/08/2024
V_E_percent_S31,S31,,02/08/2021
V_E_percent_S31,S31,,03/08/2020
V_E_total_S31,S31,0,05/08/2024
V_E_total_S31,S31,0,02/08/2021
V_E_total_S31,S31,0,01/08/2022
V_E_total_S31,S31,0,03/08/2020
V_E_var_S31,S31,,05/08/2024
V_E_var_S31,S31,,02/08/2021
V_E_var_S31,S31,,03/08/2020
V_E_var_S31,S31,,01/08/2022
f2040_S31,S31,0,02/08/2021
f2040_S31,S31,0,03/08/2020
f2040_S31,S31,0,05/08/2024
f2040_S31,S31,0,01/08/2022
V_E_percent_S32,S32,,08/08/2022
V_E_percent_S32,S32,,12/08/2024
V_E_total_S32,S32,0,12/08/2024
V_E_total_S32,S32,0,08/08/2022
V_E_var_S32,S32,,12/08/2024
V_E_var_S32,S32,,08/08/2022
f2040_S32,S32,0,12/08/2024
f2040_S32,S32,0,08/08/2022
V_E_percent_S33,S33,,16/08/2021
V_E_percent_S33,S33,,19/08/2024
V_E_percent_S33,S33,,17/08/2020
V_E_total_S33,S33,0,19/08/2024
V_E_total_S33,S33,0,17/08/2020
V_E_total_S33,S33,0,16/08/2021
V_E_var_S33,S33,,16/08/2021
V_E_var_S33,S33,,17/08/2020
V_E_var_S33,S33,,19/08/2024
f2040_S33,S33,0,16/08/2021
f2040_S33,S33,0,17/08/2020
f2040_S33,S33,0,19/08/2024
V_E_percent_S34,S34,,23/08/2021
V_E_percent_S34,S34,,21/08/2023
V_E_percent_S34,S34,,24/08/2020
V_E_percent_S34,S34,,26/08/2024
V_E_total_S34,S34,0,24/08/2020
V_E_total_S34,S34,0,21/08/2023
V_E_total_S34,S34,0,26/08/2024
V_E_total_S34,S34,0,23/08/2021
V_E_var_S34,S34,,23/08/2021
V_E_var_S34,S34,,24/08/2020
V_E_var_S34,S34,,26/08/2024
V_E_var_S34,S34,,21/08/2023
f2040_S34,S34,0,24/08/2020
f2040_S34,S34,0,23/08/2021
f2040_S34,S34,0,26/08/2024
f2040_S34,S34,0,21/08/2023
V_E_percent_S35,S35,,30/08/2021
V_E_percent_S35,S35,,29/08/2022
V_E_percent_S35,S35,,31/08/2020
V_E_percent_S35,S35,,02/09/2024
V_E_total_S35,S35,0,31/08/2020
V_E_total_S35,S35,0,02/09/2024
V_E_total_S35,S35,0,29/08/2022
V_E_total_S35,S35,0,30/08/2021
V_E_var_S35,S35,,31/08/2020
V_E_var_S35,S35,,02/09/2024
V_E_var_S35,S35,,30/08/2021
V_E_var_S35,S35,,29/08/2022
f2040_S35,S35,0,29/08/2022
f2040_S35,S35,0,31/08/2020
f2040_S35,S35,0,30/08/2021
f2040_S35,S35,0,02/09/2024
V_E_percent_S36,S36,,04/09/2023
V_E_percent_S36,S36,,06/09/2021
V_E_percent_S36,S36,,07/09/2020
V_E_percent_S36,S36,,05/09/2022
V_E_percent_S36,S36,,09/09/2024
V_E_total_S36,S36,0,05/09/2022
V_E_total_S36,S36,0,09/09/2024
V_E_total_S36,S36,0,04/09/2023
V_E_total_S36,S36,0,06/09/2021
V_E_total_S36,S36,0,07/09/2020
V_E_var_S36,S36,,07/09/2020
V_E_var_S36,S36,,06/09/2021
V_E_var_S36,S36,,09/09/2024
V_E_var_S36,S36,,05/09/2022
V_E_var_S36,S36,,04/09/2023
f2040_S36,S36,0,05/09/2022
f2040_S36,S36,0,06/09/2021
f2040_S36,S36,0,04/09/2023
f2040_S36,S36,0,07/09/2020
f2040_S36,S36,0,09/09/2024
V_E_percent_S37,S37,,12/09/2022
V_E_percent_S37,S37,,16/09/2024
V_E_percent_S37,S37,,11/09/2023
V_E_percent_S37,S37,,13/09/2021
V_E_total_S37,S37,0,12/09/2022
V_E_total_S37,S37,0,11/09/2023
V_E_total_S37,S37,0,16/09/2024
V_E_total_S37,S37,0,13/09/2021
V_E_var_S37,S37,,16/09/2024
V_E_var_S37,S37,,12/09/2022
V_E_var_S37,S37,,11/09/2023
V_E_var_S37,S37,,13/09/2021
f2040_S37,S37,0,16/09/2024
f2040_S37,S37,0,11/09/2023
f2040_S37,S37,0,13/09/2021
f2040_S37,S37,0,12/09/2022
V_E_percent_S38,S38,,19/09/2022
V_E_percent_S38,S38,,23/09/2024
V_E_percent_S38,S38,,21/09/2020
V_E_percent_S38,S38,,18/09/2023
V_E_percent_S38,S38,,20/09/2021
V_E_total_S38,S38,0,23/09/2024
V_E_total_S38,S38,0,21/09/2020
V_E_total_S38,S38,0,18/09/2023
V_E_total_S38,S38,0,20/09/2021
V_E_total_S38,S38,0,19/09/2022
V_E_var_S38,S38,,18/09/2023
V_E_var_S38,S38,,19/09/2022
V_E_var_S38,S38,,20/09/2021
V_E_var_S38,S38,,23/09/2024
V_E_var_S38,S38,,21/09/2020
f2040_S38,S38,0,23/09/2024
f2040_S38,S38,0,19/09/2022
f2040_S38,S38,0,21/09/2020
f2040_S38,S38,0,18/09/2023
f2040_S38,S38,0,20/09/2021
V_E_percent_S39,S39,,26/09/2022
V_E_percent_S39,S39,,28/09/2020
V_E_percent_S39,S39,,30/09/2024
V_E_percent_S39,S39,,25/09/2023
V_E_percent_S39,S39,,27/09/2021
V_E_total_S39,S39,0,28/09/2020
V_E_total_S39,S39,0,30/09/2024
V_E_total_S39,S39,0,25/09/2023
V_E_total_S39,S39,0,27/09/2021
V_E_total_S39,S39,0,26/09/2022
V_E_var_S39,S39,,28/09/2020
V_E_var_S39,S39,,26/09/2022
V_E_var_S39,S39,,27/09/2021
V_E_var_S39,S39,,25/09/2023
V_E_var_S39,S39,,30/09/2024
f2040_S39,S39,0,26/09/2022
f2040_S39,S39,0,30/09/2024
f2040_S39,S39,0,27/09/2021
f2040_S39,S39,0,28/09/2020
f2040_S39,S39,0,25/09/2023
V_E_percent_S40,S40,,03/10/2022
V_E_percent_S40,S40,,04/10/2021
V_E_percent_S40,S40,,07/10/2024
V_E_percent_S40,S40,,05/10/2020
V_E_percent_S40,S40,,02/10/2023
V_E_total_S40,S40,0,05/10/2020
V_E_total_S40,S40,0,03/10/2022
V_E_total_S40,S40,0,07/10/2024
V_E_total_S40,S40,0,04/10/2021
V_E_total_S40,S40,0,02/10/2023
V_E_var_S40,S40,,05/10/2020
V_E_var_S40,S40,,02/10/2023
V_E_var_S40,S40,,03/10/2022
V_E_var_S40,S40,,07/10/2024
V_E_var_S40,S40,,04/10/2021
f2040_S40,S40,0,04/10/2021
f2040_S40,S40,0,03/10/2022
f2040_S40,S40,0,07/10/2024
f2040_S40,S40,0,02/10/2023
f2040_S40,S40,0,05/10/2020
V_E_percent_S41,S41,,10/10/2022
V_E_percent_S41,S41,,14/10/2024
V_E_percent_S41,S41,,09/10/2023
V_E_percent_S41,S41,,11/10/2021
V_E_total_S41,S41,0,10/10/2022
V_E_total_S41,S41,0,09/10/2023
V_E_total_S41,S41,0,11/10/2021
V_E_total_S41,S41,0,14/10/2024
V_E_var_S41,S41,,11/10/2021
V_E_var_S41,S41,,14/10/2024
V_E_var_S41,S41,,09/10/2023
V_E_var_S41,S41,,10/10/2022
f2040_S41,S41,0,11/10/2021
f2040_S41,S41,0,09/10/2023
f2040_S41,S41,0,14/10/2024
f2040_S41,S41,0,10/10/2022
V_E_percent_S42,S42,,17/10/2022
V_E_percent_S42,S42,,19/10/2020
V_E_percent_S42,S42,,18/10/2021
V_E_percent_S42,S42,,21/10/2024
V_E_percent_S42,S42,,16/10/2023
V_E_total_S42,S42,0,19/10/2020
V_E_total_S42,S42,0,17/10/2022
V_E_total_S42,S42,0,18/10/2021
V_E_total_S42,S42,0,16/10/2023
V_E_total_S42,S42,0,21/10/2024
V_E_var_S42,S42,,18/10/2021
V_E_var_S42,S42,,16/10/2023
V_E_var_S42,S42,,17/10/2022
V_E_var_S42,S42,,21/10/2024
V_E_var_S42,S42,,19/10/2020
f2040_S42,S42,0,18/10/2021
f2040_S42,S42,0,19/10/2020
f2040_S42,S42,0,21/10/2024
f2040_S42,S42,0,16/10/2023
f2040_S42,S42,0,17/10/2022
V_E_percent_S43,S43,,24/10/2022
V_E_percent_S43,S43,,26/10/2020
V_E_percent_S43,S43,,25/10/2021
V_E_percent_S43,S43,,23/10/2023
V_E_percent_S43,S43,,28/10/2024
V_E_total_S43,S43,0,23/10/2023
V_E_total_S43,S43,0,26/10/2020
V_E_total_S43,S43,0,25/10/2021
V_E_total_S43,S43,0,24/10/2022
V_E_total_S43,S43,0,28/10/2024
V_E_var_S43,S43,,23/10/2023
V_E_var_S43,S43,,24/10/2022
V_E_var_S43,S43,,28/10/2024
V_E_var_S43,S43,,25/10/2021
V_E_var_S43,S43,,26/10/2020
f2040_S43,S43,0,28/10/2024
f2040_S43,S43,0,24/10/2022
f2040_S43,S43,0,25/10/2021
f2040_S43,S43,0,26/10/2020
f2040_S43,S43,0,23/10/2023
V_E_percent_S44,S44,,30/10/2023
V_E_percent_S44,S44,,04/11/2024
V_E_percent_S44,S44,,02/11/2020
V_E_percent_S44,S44,,01/11/2021
V_E_percent_S44,S44,,31/10/2022
V_E_total_S44,S44,0,02/11/2020
V_E_total_S44,S44,0,01/11/2021
V_E_total_S44,S44,0,30/10/2023
V_E_total_S44,S44,0,04/11/2024
V_E_total_S44,S44,0,31/10/2022
V_E_var_S44,S44,,04/11/2024
V_E_var_S44,S44,,01/11/2021
V_E_var_S44,S44,,02/11/2020
V_E_var_S44,S44,,31/10/2022
V_E_var_S44,S44,,30/10/2023
f2040_S44,S44,0,01/11/2021
f2040_S44,S44,0,04/11/2024
f2040_S44,S44,0,31/10/2022
f2040_S44,S44,0,30/10/2023
f2040_S44,S44,0,02/11/2020
V_E_percent_S45,S45,,07/11/2022
V_E_percent_S45,S45,,08/11/2021
V_E_percent_S45,S45,,06/11/2023
V_E_percent_S45,S45,,11/11/2024
V_E_total_S45,S45,0,07/11/2022
V_E_total_S45,S45,0,06/11/2023
V_E_total_S45,S45,0,11/11/2024
V_E_total_S45,S45,0,08/11/2021
V_E_var_S45,S45,,06/11/2023
V_E_var_S45,S45,,07/11/2022
V_E_var_S45,S45,,08/11/2021
V_E_var_S45,S45,,11/11/2024
f2040_S45,S45,0,11/11/2024
f2040_S45,S45,0,08/11/2021
f2040_S45,S45,0,07/11/2022
f2040_S45,S45,0,06/11/2023
V_E_percent_S46,S46,,15/11/2021
V_E_percent_S46,S46,,13/11/2023
V_E_percent_S46,S46,,14/11/2022
V_E_percent_S46,S46,,18/11/2024
V_E_percent_S46,S46,,16/11/2020
V_E_total_S46,S46,0,13/11/2023
V_E_total_S46,S46,0,18/11/2024
V_E_total_S46,S46,0,14/11/2022
V_E_total_S46,S46,0,15/11/2021
V_E_total_S46,S46,0,16/11/2020
V_E_var_S46,S46,,15/11/2021
V_E_var_S46,S46,,16/11/2020
V_E_var_S46,S46,,18/11/2024
V_E_var_S46,S46,,14/11/2022
V_E_var_S46,S46,,13/11/2023
f2040_S46,S46,0,15/11/2021
f2040_S46,S46,0,16/11/2020
f2040_S46,S46,0,18/11/2024
f2040_S46,S46,0,14/11/2022
f2040_S46,S46,0,13/11/2023
V_E_percent_S47,S47,,22/11/2021
V_E_percent_S47,S47,,21/11/2022
V_E_percent_S47,S47,,25/11/2024
V_E_total_S47,S47,0,21/11/2022
V_E_total_S47,S47,0,22/11/2021
V_E_total_S47,S47,0,25/11/2024
V_E_var_S47,S47,,25/11/2024
V_E_var_S47,S47,,22/11/2021
V_E_var_S47,S47,,21/11/2022
f2040_S47,S47,0,25/11/2024
f2040_S47,S47,0,22/11/2021
f2040_S47,S47,0,21/11/2022
V_E_percent_S48,S48,,27/11/2023
V_E_percent_S48,S48,,29/11/2021
V_E_percent_S48,S48,,28/11/2022
V_E_percent_S48,S48,,30/11/2020
V_E_percent_S48,S48,,02/12/2024
V_E_total_S48,S48,0,27/11/2023
V_E_total_S48,S48,0,29/11/2021
V_E_total_S48,S48,0,02/12/2024
V_E_total_S48,S48,0,30/11/2020
V_E_total_S48,S48,0,28/11/2022
V_E_var_S48,S48,,02/12/2024
V_E_var_S48,S48,,27/11/2023
V_E_var_S48,S48,,30/11/2020
V_E_var_S48,S48,,29/11/2021
V_E_var_S48,S48,,28/11/2022
f2040_S48,S48,0,30/11/2020
f2040_S48,S48,0,02/12/2024
